fid,date,month,accident_year,day_of_week,time,light_conditions,weather_conditions,accident_severity
10516,1,2,2023,4,19.08333333,4,1,2
10517,1,2,2023,4,15.28333333,1,1,3
10518,1,2,2023,4,8.083333333,1,1,3
10519,1,2,2023,4,19.83333333,4,1,3
10520,2,2,2023,5,14.71666667,1,1,3
10521,3,2,2023,6,21.41666667,4,1,3
10522,4,2,2023,7,14.25,1,9,3
10523,4,2,2023,7,15,1,1,3
10524,4,2,2023,7,16.16666667,1,1,3
10525,2,2,2023,5,7.616666667,1,1,3
10526,28,1,2023,7,0.733333333,4,1,3
10527,6,2,2023,2,6.5,4,1,3
10528,4,2,2023,7,11.38333333,1,1,3
10529,6,2,2023,2,16.08333333,1,1,3
10530,6,2,2023,2,17.21666667,1,1,3
10531,28,1,2023,7,10.25,1,1,3
10532,4,2,2023,7,17.33333333,1,1,3
10533,6,2,2023,2,18.5,4,1,2
10534,7,2,2023,3,9.25,1,1,3
10535,6,2,2023,2,17.6,1,1,3
10536,8,2,2023,4,9.833333333,1,1,3
10537,9,2,2023,5,8.916666667,1,1,3
10538,9,2,2023,5,15.63333333,1,1,3
10539,10,2,2023,6,18.8,4,1,3
10540,10,2,2023,6,23.81666667,4,1,3
10541,10,2,2023,6,18.66666667,4,1,3
10542,11,2,2023,7,1.5,4,1,3
10543,11,2,2023,7,11.58333333,1,1,3
10544,12,2,2023,1,15.83333333,1,1,3
10545,14,2,2023,3,7,1,1,3
10546,14,2,2023,3,7.066666667,1,1,3
10547,14,2,2023,3,13.33333333,1,1,3
10548,14,2,2023,3,23.41666667,4,1,3
10549,14,2,2023,3,17.43333333,4,1,3
10550,17,2,2023,6,10.5,1,1,3
10551,10,2,2023,6,20.75,7,9,3
10552,18,2,2023,7,15.5,1,1,3
10553,19,2,2023,1,13.91666667,1,1,3
10554,19,2,2023,1,22.3,4,1,2
10555,18,2,2023,7,9.833333333,1,1,3
10556,20,2,2023,2,9.166666667,1,1,3
10557,20,2,2023,2,14.83333333,1,1,3
10558,20,2,2023,2,15.75,1,9,3
10559,22,2,2023,4,10.33333333,1,2,3
10560,20,2,2023,2,19.75,4,9,3
10561,25,2,2023,7,10.5,1,1,3
10562,25,2,2023,7,17,1,1,3
10563,26,2,2023,1,19.83333333,4,1,3
10564,27,2,2023,2,7.483333333,1,1,3
10565,27,2,2023,2,13.26666667,1,1,3
10566,26,2,2023,1,9.5,1,1,3
10567,27,2,2023,2,8,1,1,3
10568,24,2,2023,6,13.75,1,8,3
10569,27,2,2023,2,19.66666667,4,1,3
10570,27,2,2023,2,22.5,4,1,3
10571,2,3,2023,5,0.45,4,1,3
10572,1,3,2023,4,22.41666667,4,1,3
10573,2,3,2023,5,7.5,1,1,3
10574,3,3,2023,6,6.766666667,1,1,3
10575,6,3,2023,2,2.083333333,4,1,3
10576,7,3,2023,3,9,1,1,2
10577,8,3,2023,4,11.83333333,1,2,3
10578,10,3,2023,6,8.166666667,1,5,3
10579,10,3,2023,6,18.71666667,4,1,3
10580,11,3,2023,7,0.666666667,4,1,2
10581,10,3,2023,6,12.5,1,2,3
10582,11,3,2023,7,11.55,1,1,3
10583,12,3,2023,1,12.08333333,1,1,3
10584,14,3,2023,3,19.33333333,1,4,3
10585,14,3,2023,3,18.61666667,4,1,3
10586,15,3,2023,4,13.21666667,1,1,3
10587,15,3,2023,4,18.5,4,2,3
10588,15,3,2023,4,19.5,4,2,2
10589,14,3,2023,3,16.46666667,1,1,3
10590,16,3,2023,5,10.75,1,1,3
10591,16,3,2023,5,22.36666667,4,1,3
10592,17,3,2023,6,16.83333333,4,1,3
10593,11,3,2023,7,8.333333333,1,1,3
10594,17,3,2023,6,22.25,4,1,3
10595,16,3,2023,5,13.5,1,1,3
10596,18,3,2023,7,15.75,1,1,3
10597,19,3,2023,1,2.083333333,4,2,3
10598,19,3,2023,1,15.31666667,1,9,3
10599,19,3,2023,1,2.433333333,1,8,3
10600,20,3,2023,2,13.16666667,1,8,3
10601,20,3,2023,2,18.31666667,4,2,3
10602,20,3,2023,2,14.85,1,9,3
10603,22,3,2023,4,8.083333333,1,1,3
10604,22,3,2023,4,9,1,1,3
10605,22,3,2023,4,10.35,1,1,2
10606,23,3,2023,5,19.16666667,4,2,3
10607,24,3,2023,6,8.383333333,1,1,3
10608,24,3,2023,6,7.666666667,1,1,3
10609,25,3,2023,7,15.38333333,1,1,2
10610,11,3,2023,7,13,1,1,3
10611,26,3,2023,1,9,1,2,3
10612,27,3,2023,2,8.333333333,1,1,3
10613,27,3,2023,2,18,1,1,3
10614,28,3,2023,3,12.16666667,1,2,3
10615,30,3,2023,5,1.966666667,4,2,3
10616,31,3,2023,6,5.666666667,4,2,3
10617,15,3,2023,4,7,1,1,2
10618,30,3,2023,5,14.66666667,1,1,3
10619,1,4,2023,7,23,4,2,2
10620,2,4,2023,1,19.58333333,1,1,3
10621,4,4,2023,3,12,1,1,3
10622,4,4,2023,3,17.5,4,9,3
10623,5,4,2023,4,12,1,1,2
10624,6,4,2023,5,12.25,1,2,3
10625,6,4,2023,5,6.833333333,1,2,3
10626,7,4,2023,6,7.5,1,1,3
10627,7,4,2023,6,12.75,1,1,3
10628,8,4,2023,7,5.966666667,1,7,3
10629,11,4,2023,3,18.5,1,2,3
10630,12,4,2023,4,7.6,1,1,3
10631,14,4,2023,6,16.21666667,1,1,3
10632,14,4,2023,6,9.666666667,1,1,3
10633,14,4,2023,6,21.33333333,4,2,2
10634,14,4,2023,6,23.41666667,4,2,3
10635,14,4,2023,6,17.83333333,1,1,3
10636,15,4,2023,7,19.16666667,1,1,3
10637,17,4,2023,2,13,1,1,3
10638,17,4,2023,2,16,1,1,2
10639,17,4,2023,2,7.3,1,1,3
10640,18,3,2023,7,8,1,1,2
10641,18,4,2023,3,22.75,7,1,3
10642,20,4,2023,5,10.75,1,1,3
10643,21,4,2023,6,8.333333333,1,1,3
10644,21,4,2023,6,11.83333333,1,2,2
10645,19,3,2023,1,14.66666667,1,1,2
10646,21,4,2023,6,19.83333333,1,9,3
10647,18,4,2023,3,8.033333333,1,1,3
10648,24,4,2023,2,0.016666667,4,1,3
10649,22,4,2023,7,20.5,4,1,3
10650,24,4,2023,2,18.75,1,2,3
10651,25,4,2023,3,14.16666667,1,1,3
10652,25,4,2023,3,15.38333333,1,1,3
10653,24,4,2023,2,19.95,1,1,2
10654,25,4,2023,3,14,1,9,3
10655,26,4,2023,4,22.83333333,4,1,3
10656,25,4,2023,3,15,1,1,3
10657,29,4,2023,7,23.36666667,4,1,3
10658,29,4,2023,7,15.83333333,1,1,3
10659,1,5,2023,2,11.65,1,1,3
10660,2,5,2023,3,16,1,1,3
10661,2,5,2023,3,22.83333333,4,1,3
10662,2,5,2023,3,19,1,1,3
10663,30,4,2023,1,22.5,4,1,3
10664,3,5,2023,4,17.91666667,1,1,2
10665,4,5,2023,5,11.3,1,1,2
10666,5,5,2023,6,8.833333333,1,9,3
10667,5,5,2023,6,18.91666667,1,1,2
10668,5,5,2023,6,22.5,4,1,3
10669,6,5,2023,7,13.5,1,2,3
10670,6,5,2023,7,14.26666667,1,2,2
10671,7,5,2023,1,2,4,1,3
10672,6,5,2023,7,0.416666667,1,9,3
10673,7,5,2023,1,21.75,4,8,3
10674,7,5,2023,1,16,1,1,3
10675,9,5,2023,3,10.3,1,1,2
10676,9,5,2023,3,21.75,4,2,2
10677,10,5,2023,4,16.23333333,1,1,3
10678,10,5,2023,4,18.43333333,1,2,3
10679,10,5,2023,4,15.38333333,1,1,3
10680,10,5,2023,4,17.41666667,1,1,2
10681,10,5,2023,4,3.5,1,9,3
10682,10,5,2023,4,14.5,1,1,3
10683,12,5,2023,6,19.96666667,4,1,3
10684,12,5,2023,6,16.23333333,1,1,3
10685,13,5,2023,7,16.91666667,1,1,3
10686,13,5,2023,7,19.66666667,1,1,3
10687,15,5,2023,2,6.783333333,1,1,2
10688,16,5,2023,3,6.666666667,1,1,3
10689,16,5,2023,3,15.58333333,1,9,3
10690,17,5,2023,4,8.6,1,1,3
10691,18,5,2023,5,8.416666667,1,1,3
10692,18,5,2023,5,20.16666667,1,1,3
10693,18,1,2023,4,12.08333333,1,9,3
10694,19,5,2023,6,8.166666667,1,1,3
10695,20,5,2023,7,0.25,4,1,3
10696,18,5,2023,5,7.833333333,1,9,3
10697,21,5,2023,1,1,5,1,3
10698,20,5,2023,7,5.333333333,1,1,3
10699,19,5,2023,6,14.3,1,9,3
10700,22,5,2023,2,13.3,1,1,3
10701,23,5,2023,3,21.68333333,4,1,3
10702,23,5,2023,3,12.5,1,1,3
10703,17,5,2023,4,0.383333333,4,8,3
10704,21,5,2023,1,5.666666667,1,9,3
10705,23,5,2023,3,19.2,1,1,3
10706,8,6,2023,5,7.333333333,1,1,3
10707,24,5,2023,4,8.033333333,1,1,3
10708,25,5,2023,5,9.25,1,1,2
10709,26,5,2023,6,14.83333333,1,1,3
10710,25,5,2023,5,22,4,1,2
10711,27,5,2023,7,13.66666667,1,1,2
10712,27,5,2023,7,15.91666667,1,1,2
10713,27,5,2023,7,19.08333333,1,1,2
10714,25,5,2023,5,12.56666667,1,1,3
10715,27,5,2023,7,9.583333333,1,9,3
10716,30,5,2023,3,0.1,4,1,3
10717,30,5,2023,3,19.86666667,1,1,3
10718,30,5,2023,3,21.5,4,1,3
10719,31,5,2023,4,17,1,1,2
10720,31,5,2023,4,12.35,1,1,3
10721,31,5,2023,4,13.73333333,1,1,3
10722,1,6,2023,5,15.33333333,1,1,3
10723,2,6,2023,6,14.16666667,1,1,3
10724,4,6,2023,1,5.15,1,1,2
10725,4,6,2023,1,10.86666667,1,1,2
10726,6,6,2023,3,12.33333333,1,1,3
10727,7,6,2023,4,17.9,1,1,3
10728,31,5,2023,4,21.41666667,4,1,3
10729,7,6,2023,4,9.416666667,1,1,2
10730,7,6,2023,4,17.46666667,1,1,3
10731,8,6,2023,5,10.01666667,1,1,2
10732,3,6,2023,7,14.83333333,1,1,2
10733,8,6,2023,5,14.66666667,1,9,3
10734,9,6,2023,6,12.75,1,1,3
10735,9,6,2023,6,15.91666667,1,1,2
10736,11,6,2023,1,1.283333333,4,1,3
10737,11,6,2023,1,16.25,1,1,3
10738,10,6,2023,7,14.05,1,1,3
10739,11,6,2023,1,23.43333333,4,1,3
10740,11,6,2023,1,10.58333333,1,1,3
10741,10,6,2023,7,12.08333333,1,1,3
10742,12,6,2023,2,14.5,1,1,3
10743,10,6,2023,7,19.78333333,1,1,3
10744,13,6,2023,3,7.05,1,1,3
10745,13,6,2023,3,9.033333333,1,1,3
10746,13,6,2023,3,10.88333333,1,1,3
10747,20,2,2023,2,16,1,1,3
10748,14,6,2023,4,15.5,1,1,3
10749,15,6,2023,5,19.5,1,1,2
10750,15,6,2023,5,15.96666667,1,1,3
10751,16,6,2023,6,7.1,1,9,2
10752,13,6,2023,3,16,1,1,3
10753,16,6,2023,6,13.58333333,1,1,3
10754,16,6,2023,6,0.75,4,1,3
10755,15,6,2023,5,15.7,1,1,3
10756,17,6,2023,7,11.33333333,1,1,3
10757,10,6,2023,7,23.33333333,7,9,3
10758,18,6,2023,1,9.75,1,9,3
10759,18,6,2023,1,19,1,1,3
10760,18,6,2023,1,23.83333333,4,1,3
10761,19,6,2023,2,9.65,1,1,3
10762,19,6,2023,2,8.75,1,1,3
10763,19,6,2023,2,14.75,1,1,2
10764,20,6,2023,3,13.5,1,1,3
10765,19,6,2023,2,17.33333333,1,1,3
10766,22,6,2023,5,14.5,1,1,3
10767,22,6,2023,5,18,1,1,3
10768,23,6,2023,6,18.18333333,1,1,3
10769,23,6,2023,6,17.75,1,1,3
10770,23,6,2023,6,23.26666667,4,1,2
10771,22,6,2023,5,18,1,8,3
10772,24,6,2023,7,21.25,1,1,3
10773,25,6,2023,1,12.66666667,1,1,3
10774,13,6,2023,3,17.08333333,1,1,2
10775,25,6,2023,1,18.08333333,1,1,3
10776,26,6,2023,2,7.483333333,1,1,3
10777,26,6,2023,2,12,1,1,3
10778,26,6,2023,2,17.36666667,1,1,3
10779,27,6,2023,3,12.23333333,1,1,3
10780,22,6,2023,5,23.25,4,1,3
10781,27,6,2023,3,15.33333333,1,1,3
10782,27,6,2023,3,19.33333333,1,1,3
10783,27,6,2023,3,12.06666667,1,9,3
10784,21,6,2023,4,15.5,1,1,3
10785,29,6,2023,5,14.83333333,1,1,3
10786,29,6,2023,5,17,1,1,2
10787,19,6,2023,2,6.666666667,1,1,3
10788,30,6,2023,6,18.08333333,1,1,3
10789,2,7,2023,1,20.08333333,1,1,3
10790,3,7,2023,2,8.25,1,1,3
10791,3,7,2023,2,12.88333333,1,4,3
10792,4,7,2023,3,7.983333333,1,1,3
10793,4,7,2023,3,15.08333333,1,2,3
10794,4,7,2023,3,8.25,1,1,3
10795,5,7,2023,4,20.33333333,1,1,3
10796,26,6,2023,2,19.71666667,1,1,3
10797,5,7,2023,4,20.83333333,1,1,3
10798,6,7,2023,5,8,1,1,3
10799,5,7,2023,4,20,1,1,3
10800,14,6,2023,4,9,1,1,3
10801,6,7,2023,5,14.15,1,1,3
10802,7,7,2023,6,6.25,1,1,3
10803,6,7,2023,5,16.5,1,1,3
10804,7,7,2023,6,16.76666667,1,1,3
10805,8,7,2023,7,9.916666667,1,1,3
10806,8,7,2023,7,21.78333333,4,1,3
10807,9,7,2023,1,19.5,1,1,3
10808,10,7,2023,2,8.433333333,1,1,2
10809,10,7,2023,2,15.6,1,1,2
10810,11,7,2023,3,6.25,1,1,3
10811,11,7,2023,3,7.833333333,1,1,3
10812,11,7,2023,3,9.683333333,1,1,3
10813,11,7,2023,3,10.01666667,1,1,3
10814,11,7,2023,3,13.08333333,1,1,3
10815,11,7,2023,3,21.08333333,4,1,2
10816,11,7,2023,3,13.75,1,1,3
10817,12,7,2023,4,8.083333333,1,1,3
10818,12,7,2023,4,9.05,1,1,3
10819,23,6,2023,6,13,1,1,3
10820,14,7,2023,6,23.05,7,1,3
10821,16,7,2023,1,13.6,1,1,3
10822,15,7,2023,7,15.75,1,8,3
10823,17,7,2023,2,1.866666667,4,1,3
10824,15,7,2023,7,14.25,1,1,3
10825,17,7,2023,2,16.51666667,1,1,3
10826,18,7,2023,3,6,1,1,2
10827,18,7,2023,3,12.08333333,1,1,3
10828,18,7,2023,3,13.48333333,1,1,3
10829,18,7,2023,3,17.58333333,1,1,2
10830,19,7,2023,4,11.66666667,1,1,3
10831,15,7,2023,7,18.83333333,1,4,3
10832,19,7,2023,4,15.16666667,1,1,3
10833,19,7,2023,4,15.16666667,1,1,3
10834,19,7,2023,4,16.28333333,1,1,2
10835,21,7,2023,6,7.833333333,1,2,2
10836,21,7,2023,6,8.166666667,1,1,3
10837,21,7,2023,6,13,1,1,2
10838,22,7,2023,7,10,1,4,2
10839,18,7,2023,3,19,1,1,3
10840,23,7,2023,1,16.6,1,1,3
10841,3,7,2023,2,7.466666667,1,1,3
10842,28,6,2023,4,16.5,1,1,2
10843,21,7,2023,6,11.08333333,1,1,3
10844,24,7,2023,2,15.91666667,1,1,3
10845,24,7,2023,2,8.333333333,1,9,2
10846,26,7,2023,4,18,1,2,2
10847,26,7,2023,4,19.43333333,4,2,3
10848,27,7,2023,5,14.5,1,1,3
10849,27,7,2023,5,21.5,4,1,3
10850,28,7,2023,6,13.5,1,1,3
10851,21,7,2023,6,21.08333333,1,1,2
10852,28,7,2023,6,17.5,1,1,3
10853,29,7,2023,7,16,1,1,3
10854,28,7,2023,6,15.45,1,8,3
10855,31,7,2023,2,11.91666667,1,1,3
10856,31,7,2023,2,16,1,1,3
10857,1,8,2023,3,7.066666667,1,1,3
10858,1,8,2023,3,16.5,1,1,3
10859,2,8,2023,4,9.5,1,1,3
10860,1,8,2023,3,19.75,1,1,3
10861,2,8,2023,4,18.9,1,1,2
10862,3,8,2023,5,16.91666667,1,1,3
10863,4,8,2023,6,7.916666667,1,1,2
10864,3,8,2023,5,20.36666667,1,9,3
10865,4,8,2023,6,18.5,1,1,3
10866,4,8,2023,6,22.33333333,4,1,3
10867,4,8,2023,6,22.26666667,4,1,3
10868,5,8,2023,7,22.66666667,4,2,3
10869,5,8,2023,7,20.53333333,4,1,3
10870,3,8,2023,5,7,1,1,3
10871,7,8,2023,2,16.66666667,1,1,3
10872,8,8,2023,3,10.75,1,2,3
10873,8,8,2023,3,11.83333333,1,2,3
10874,8,8,2023,3,16,1,1,3
10875,9,8,2023,4,15.55,1,1,2
10876,19,4,2023,4,14.51666667,1,1,3
10877,10,8,2023,5,11.5,1,1,3
10878,12,8,2023,7,15,1,8,3
10879,13,8,2023,1,9.783333333,1,1,2
10880,10,8,2023,5,12.16666667,1,1,3
10881,15,8,2023,3,12.05,1,1,3
10882,16,8,2023,4,7.666666667,1,1,3
10883,16,8,2023,4,11.83333333,1,1,3
10884,11,8,2023,6,0.666666667,4,1,3
10885,10,8,2023,5,6.833333333,1,1,3
10886,17,8,2023,5,15.73333333,1,1,2
10887,18,8,2023,6,19.45,1,1,2
10888,19,8,2023,7,9.733333333,1,1,2
10889,19,8,2023,7,12.2,1,1,3
10890,20,8,2023,1,12.83333333,1,1,3
10891,8,8,2023,3,16.75,1,9,3
10892,21,8,2023,2,8.45,1,1,3
10893,8,8,2023,3,17.33333333,1,1,3
10894,21,8,2023,2,20.5,4,1,3
10895,16,8,2023,4,16.91666667,1,1,2
10896,23,8,2023,4,15.58333333,1,1,1
10897,24,8,2023,5,2.266666667,4,1,3
10898,24,8,2023,5,13.25,1,1,3
10899,24,8,2023,5,15.91666667,1,1,3
10900,12,4,2023,4,18.75,1,1,3
10901,24,8,2023,5,17.75,1,1,3
10902,24,8,2023,5,19.15,1,9,3
10903,25,8,2023,6,11.33333333,1,9,3
10904,25,8,2023,6,23.4,4,1,3
10905,25,8,2023,6,23.08333333,4,1,3
10906,24,8,2023,5,16.13333333,1,1,2
10907,26,8,2023,7,18.88333333,1,1,2
10908,26,8,2023,7,21.33333333,4,1,3
10909,26,8,2023,7,23,4,1,3
10910,27,8,2023,1,18.41666667,1,1,3
10911,29,8,2023,3,11.25,1,1,3
10912,29,8,2023,3,19.8,5,9,3
10913,29,8,2023,3,20.33333333,4,1,3
10914,29,8,2023,3,18.18333333,1,1,2
10915,12,8,2023,7,19.58333333,1,1,3
10916,31,8,2023,5,11.25,1,2,3
10917,31,8,2023,5,18.58333333,1,1,3
10918,24,8,2023,5,16.75,1,1,3
10919,2,9,2023,7,10.33333333,1,1,3
10920,2,9,2023,7,15.61666667,1,1,3
10921,4,9,2023,2,10.75,7,9,3
10922,3,9,2023,1,14.41666667,1,1,3
10923,4,9,2023,2,21,4,1,3
10924,2,9,2023,7,0.333333333,4,1,3
10925,30,8,2023,4,16.16666667,1,9,3
10926,8,9,2023,6,15.58333333,1,1,3
10927,8,9,2023,6,16.5,1,1,3
10928,8,9,2023,6,21.21666667,4,1,2
10929,8,9,2023,6,21.5,4,1,2
10930,9,9,2023,7,13.83333333,1,1,3
10931,9,9,2023,7,16.5,1,1,3
10932,10,9,2023,1,19.25,1,1,3
10933,10,9,2023,1,20.58333333,4,1,3
10934,11,9,2023,2,1.433333333,4,1,3
10935,12,9,2023,3,1.666666667,4,1,3
10936,11,9,2023,2,7.833333333,1,1,2
10937,12,9,2023,3,8.833333333,1,1,3
10938,6,9,2023,4,8.416666667,1,1,3
10939,12,9,2023,3,8.583333333,1,1,3
10940,12,9,2023,3,12.8,1,1,3
10941,12,9,2023,3,7.083333333,1,1,3
10942,11,9,2023,2,22,4,9,3
10943,4,9,2023,2,16,1,1,3
10944,13,9,2023,4,9.333333333,1,1,3
10945,13,9,2023,4,17.16666667,1,1,3
10946,13,9,2023,4,16.5,1,1,3
10947,15,9,2023,6,15.58333333,1,1,3
10948,15,9,2023,6,8,1,1,3
10949,15,9,2023,6,19.43333333,1,1,3
10950,15,9,2023,6,22.5,4,1,3
10951,12,9,2023,3,15.95,1,1,2
10952,15,9,2023,6,14.58333333,1,1,3
10953,16,9,2023,7,22.36666667,4,1,3
10954,16,9,2023,7,16.33333333,1,8,3
10955,18,9,2023,2,7.5,1,1,2
10956,16,9,2023,7,19.5,1,1,3
10957,19,9,2023,3,16.71666667,1,1,3
10958,20,9,2023,4,15.28333333,1,2,2
10959,21,9,2023,5,10,1,1,2
10960,15,9,2023,6,15.75,1,1,3
10961,21,9,2023,5,17.5,1,9,3
10962,25,9,2023,2,10.45,1,1,3
10963,25,9,2023,2,18.91666667,4,1,3
10964,25,9,2023,2,9.75,1,1,3
10965,26,9,2023,3,18.61666667,4,1,3
10966,27,9,2023,4,21.38333333,4,1,3
10967,28,9,2023,5,9.166666667,1,1,2
10968,28,9,2023,5,15.8,1,1,3
10969,21,9,2023,5,17.41666667,1,1,3
10970,27,9,2023,4,12.8,1,9,3
10971,29,9,2023,6,11.41666667,1,1,3
10972,30,9,2023,7,1.083333333,4,1,3
10973,29,9,2023,6,13.25,1,1,3
10974,30,9,2023,7,7,1,8,3
10975,30,9,2023,7,22.28333333,4,1,2
10976,1,10,2023,1,12.33333333,1,9,3
10977,2,10,2023,2,17.61666667,1,8,3
10978,1,10,2023,1,17,1,1,3
10979,3,10,2023,3,11.26666667,1,1,3
10980,4,10,2023,4,6.383333333,1,1,2
10981,4,10,2023,4,9,1,9,3
10982,1,10,2023,1,2,4,1,3
10983,3,10,2023,3,14.36666667,1,1,3
10984,4,10,2023,4,12.38333333,1,1,3
10985,4,10,2023,4,8.833333333,1,1,3
10986,5,10,2023,5,0.566666667,4,1,3
10987,5,10,2023,5,9.35,1,1,2
10988,5,10,2023,5,11.38333333,1,8,3
10989,6,10,2023,6,18.25,7,9,3
10990,9,10,2023,2,7.5,1,1,3
10991,9,10,2023,2,22.83333333,4,1,3
10992,4,10,2023,4,7.683333333,1,9,2
10993,4,10,2023,4,17.5,1,9,3
10994,11,10,2023,4,21.66666667,4,2,3
10995,11,10,2023,4,22.48333333,4,2,3
10996,5,10,2023,5,1.5,1,1,2
10997,13,10,2023,6,8.833333333,1,2,3
10998,13,10,2023,6,12.51666667,1,2,3
10999,13,10,2023,6,21.5,7,9,3
11000,14,10,2023,7,15.48333333,7,1,3
11001,14,10,2023,7,10.53333333,1,1,3
11002,4,10,2023,4,18.3,1,1,3
11003,3,10,2023,3,19.31666667,4,1,3
11004,16,10,2023,2,17.83333333,1,1,3
11005,13,10,2023,6,22.33333333,4,1,3
11006,18,10,2023,4,7.233333333,1,1,3
11007,18,10,2023,4,19,4,5,2
11008,18,10,2023,4,20.86666667,4,2,3
11009,18,10,2023,4,16.65,1,5,3
11010,19,10,2023,5,21.25,4,2,3
11011,20,10,2023,6,7.666666667,1,1,2
11012,20,10,2023,6,11.83333333,1,1,2
11013,21,10,2023,7,3.116666667,4,1,3
11014,21,10,2023,7,14.91666667,1,1,3
11015,22,10,2023,1,10.41666667,1,1,3
11016,22,10,2023,1,19.63333333,4,1,2
11017,22,10,2023,1,14.93333333,1,8,3
11018,24,10,2023,3,8.166666667,1,1,2
11019,24,10,2023,3,19.08333333,6,1,3
11020,24,10,2023,3,16.48333333,1,1,3
11021,25,10,2023,4,8.266666667,1,1,3
11022,25,10,2023,4,16.5,1,1,3
11023,25,10,2023,4,19.78333333,4,1,3
11024,27,10,2023,6,7.766666667,1,8,3
11025,25,10,2023,4,20.2,4,2,3
11026,27,10,2023,6,16.95,1,1,2
11027,28,10,2023,7,11.66666667,1,1,3
11028,30,10,2023,2,21.16666667,1,1,2
11029,31,10,2023,3,14.35,1,1,3
11030,31,10,2023,3,17.33333333,4,2,3
11031,31,10,2023,3,10.43333333,1,1,2
11032,1,11,2023,4,18.6,4,1,3
11033,31,10,2023,3,18.33333333,4,2,3
11034,3,11,2023,6,17.08333333,4,2,3
11035,4,11,2023,7,5.033333333,4,1,3
11036,5,11,2023,1,18.91666667,4,1,3
11037,5,11,2023,1,16.58333333,4,1,3
11038,6,11,2023,2,17.16666667,4,1,3
11039,6,11,2023,2,18.21666667,4,1,3
11040,7,11,2023,3,9.5,1,1,2
11041,7,11,2023,3,13.73333333,1,1,3
11042,7,11,2023,3,21.48333333,4,4,3
11043,7,11,2023,3,22.16666667,4,1,3
11044,8,11,2023,4,6.5,4,2,2
11045,8,11,2023,4,22.41666667,4,1,3
11046,10,11,2023,6,6.916666667,1,2,2
11047,10,11,2023,6,7.583333333,1,8,3
11048,8,11,2023,4,7.266666667,1,2,3
11049,10,11,2023,6,16.13333333,1,9,2
11050,11,11,2023,7,12.41666667,1,1,3
11051,12,11,2023,1,13.91666667,1,8,3
11052,7,11,2023,3,18.33333333,4,1,2
11053,9,11,2023,5,14.83333333,1,9,3
11054,13,11,2023,2,15,1,1,2
11055,14,11,2023,3,18.91666667,7,1,3
11056,16,11,2023,5,8.583333333,1,1,3
11057,16,11,2023,5,9,1,2,3
11058,17,11,2023,6,12.83333333,1,1,3
11059,17,11,2023,6,6.333333333,4,1,3
11060,18,11,2023,7,18.68333333,4,1,3
11061,21,11,2023,3,12.58333333,1,1,3
11062,19,11,2023,1,15.9,1,1,3
11063,22,11,2023,4,15.25,1,1,3
11064,22,11,2023,4,17.03333333,4,1,3
11065,20,11,2023,2,16.11666667,1,1,3
11066,25,11,2023,7,9.583333333,1,1,2
11067,24,11,2023,6,19.7,4,1,3
11068,25,11,2023,7,15.7,1,1,3
11069,26,11,2023,1,10.25,1,1,3
11070,25,11,2023,7,17.25,4,1,3
11071,26,11,2023,1,2,7,9,3
11072,23,11,2023,5,17.6,4,9,3
11073,27,11,2023,2,0.666666667,4,2,3
11074,28,11,2023,3,9.583333333,1,1,3
11075,27,11,2023,2,18.33333333,4,1,3
11076,26,11,2023,1,13.5,1,1,3
11077,30,11,2023,5,20,4,1,3
11078,30,11,2023,5,18.75,4,1,3
11079,1,12,2023,6,18.83333333,6,1,3
11080,3,12,2023,1,1.2,4,1,2
11081,3,12,2023,1,14,1,1,3
11082,2,12,2023,7,15.58333333,1,9,3
11083,4,12,2023,2,17.16666667,4,2,3
11084,4,12,2023,2,8.5,4,2,3
11085,5,12,2023,3,14.83333333,1,2,3
11086,5,12,2023,3,18.6,4,1,1
11087,7,12,2023,5,5.5,5,2,2
11088,3,12,2023,1,1.333333333,4,8,2
11089,3,12,2023,1,12.63333333,1,1,3
11090,7,12,2023,5,23.5,4,9,3
11091,5,12,2023,3,19.01666667,7,9,3
11092,8,12,2023,6,10.63333333,1,1,3
11093,8,12,2023,6,22.33333333,4,1,3
11094,10,12,2023,1,22.08333333,4,4,3
11095,6,12,2023,4,8,1,1,3
11096,12,12,2023,3,11,1,1,3
11097,8,12,2023,6,7.5,4,1,3
11098,13,12,2023,4,7,4,1,3
11099,4,12,2023,2,2.183333333,4,2,3
11100,14,12,2023,5,7.666666667,1,1,3
11101,15,12,2023,6,15,1,1,3
11102,14,12,2023,5,6.5,7,1,3
11103,16,12,2023,7,16.06666667,4,1,2
11104,10,12,2023,1,11.58333333,1,2,3
11105,17,12,2023,1,10.5,1,1,3
11106,19,12,2023,3,14.16666667,1,2,3
11107,18,12,2023,2,23.83333333,4,1,3
11108,19,12,2023,3,17.75,4,1,3
11109,20,12,2023,4,16.93333333,4,1,3
11110,20,12,2023,4,17.01666667,4,1,3
11111,20,12,2023,4,8.083333333,4,1,3
11112,16,12,2023,7,1.5,4,1,3
11113,19,12,2023,3,6.333333333,1,9,3
11114,24,12,2023,1,1.5,4,1,3
11115,24,12,2023,1,17.41666667,4,1,3
11116,28,12,2023,5,22,4,1,2
11117,29,12,2023,6,15,1,1,3
11118,30,12,2023,7,8.85,1,1,2
11119,29,12,2023,6,13.16666667,1,1,3
11120,31,12,2023,1,8.566666667,1,1,2
11121,30,12,2023,7,22.83333333,7,9,3
11122,31,12,2023,1,19.91666667,4,1,3
11123,31,12,2023,1,23.75,4,1,3
